"year","unitid","inst_name","state_name","level_of_study","enrollment_fall"
"2002","161563","THOMAS COLLEGE","Maine","Graduate","148"
"2002","161572","UNITY COLLEGE","Maine","Undergraduate","482"
"2002","373827","NEW ENGLAND SCHOOL OF COMMUNICATIONS","Maine","Undergraduate","97"
"2001","160959","COLLEGE OF THE ATLANTIC","Maine","Undergraduate","269"
"2001","160959","COLLEGE OF THE ATLANTIC","Maine","Graduate","2"
"2001","160968","BANGOR THEOLOGICAL SEMINARY","Maine","Graduate","28"
"2001","160968","BANGOR THEOLOGICAL SEMINARY","Maine","First professional","50"
"2001","160977","BATES COLLEGE","Maine","Undergraduate","1767"
"2001","161004","BOWDOIN COLLEGE","Maine","Undergraduate","1635"
"2001","161086","COLBY COLLEGE","Maine","Undergraduate","1809"
"2001","161165","HUSSON COLLEGE","Maine","Undergraduate","1602"
"2001","161165","HUSSON COLLEGE","Maine","Graduate","262"
"2001","161217","UNIVERSITY OF MAINE AT AUGUSTA","Maine","Undergraduate","5575"
"2001","161226","UNIVERSITY OF MAINE AT FARMINGTON","Maine","Undergraduate","2435"
"2001","161235","UNIVERSITY OF MAINE AT FORT KENT","Maine","Undergraduate","897"
"2001","161244","UNIVERSITY OF MAINE AT MACHIAS","Maine","Undergraduate","1017"
"2001","161253","UNIVERSITY OF MAINE","Maine","Undergraduate","8511"
"2001","161253","UNIVERSITY OF MAINE","Maine","Graduate","2187"
"2001","161299","MAINE MARITIME ACADEMY","Maine","Undergraduate","713"
"2001","161299","MAINE MARITIME ACADEMY","Maine","Graduate","14"
"2001","161341","UNIVERSITY OF MAINE AT PRESQUE ISLE","Maine","Undergraduate","1367"
"2001","161457","UNIVERSITY OF NEW ENGLAND-UNIVERSITY CAMPUS","Maine","Undergraduate","1389"
"2001","161457","UNIVERSITY OF NEW ENGLAND-UNIVERSITY CAMPUS","Maine","Graduate","992"
"2001","161457","UNIVERSITY OF NEW ENGLAND-UNIVERSITY CAMPUS","Maine","First professional","456"
"2001","161509","MAINE COLLEGE OF ART","Maine","Undergraduate","435"
"2001","161509","MAINE COLLEGE OF ART","Maine","Graduate","26"
"2001","161518","SAINT JOSEPHS COLLEGE","Maine","Undergraduate","3561"
"2001","161518","SAINT JOSEPHS COLLEGE","Maine","Graduate","1709"
"2001","161554","UNIVERSITY OF SOUTHERN MAINE","Maine","Undergraduate","8831"
"2001","161554","UNIVERSITY OF SOUTHERN MAINE","Maine","Graduate","1891"
"2001","161554","UNIVERSITY OF SOUTHERN MAINE","Maine","First professional","244"
"2001","161563","THOMAS COLLEGE","Maine","Undergraduate","665"
"2001","161563","THOMAS COLLEGE","Maine","Graduate","114"
"2001","161572","UNITY COLLEGE","Maine","Undergraduate","501"
"2001","373827","NEW ENGLAND SCHOOL OF COMMUNICATIONS","Maine","Undergraduate","103"
