"year","unitid","inst_name","state_name","state_of_residence","type_of_freshman","enrollment_fall"
"2016","160959","College of the Atlantic","Maine","California","Graduated from HS in past 12 months","2"
"2016","160959","College of the Atlantic","Maine","Florida","Total","1"
"2016","160959","College of the Atlantic","Maine","Oregon","Total","2"
"2016","160959","College of the Atlantic","Maine","Washington","Total","2"
"2016","160959","College of the Atlantic","Maine","Pennsylvania","Total","2"
"2016","160959","College of the Atlantic","Maine","Ohio","Graduated from HS in past 12 months","2"
"2016","160959","College of the Atlantic","Maine","Pennsylvania","Graduated from HS in past 12 months","0"
"2016","160959","College of the Atlantic","Maine","Colorado","Graduated from HS in past 12 months","2"
"2016","160959","College of the Atlantic","Maine","Foreign countries","Total","20"
"2016","160959","College of the Atlantic","Maine","Maryland","Graduated from HS in past 12 months","2"
"2016","160959","College of the Atlantic","Maine","New Hampshire","Total","1"
"2016","160959","College of the Atlantic","Maine","Massachusetts","Total","4"
"2016","160959","College of the Atlantic","Maine","Virginia","Total","2"
"2016","160959","College of the Atlantic","Maine","Wisconsin","Total","1"
"2016","160959","College of the Atlantic","Maine","New Jersey","Total","3"
"2016","160959","College of the Atlantic","Maine","Montana","Graduated from HS in past 12 months","0"
"2016","160959","College of the Atlantic","Maine","US total","Total","59"
"2016","160959","College of the Atlantic","Maine","Michigan","Graduated from HS in past 12 months","1"
"2016","160959","College of the Atlantic","Maine","US total","Graduated from HS in past 12 months","51"
"2016","160959","College of the Atlantic","Maine","New Hampshire","Graduated from HS in past 12 months","1"
"2016","160959","College of the Atlantic","Maine","Oregon","Graduated from HS in past 12 months","2"
"2016","160959","College of the Atlantic","Maine","Total","Graduated from HS in past 12 months","63"
"2016","160959","College of the Atlantic","Maine","Vermont","Total","5"
"2016","160959","College of the Atlantic","Maine","New Jersey","Graduated from HS in past 12 months","3"
"2016","160959","College of the Atlantic","Maine","Maine","Total","13"
"2016","160959","College of the Atlantic","Maine","New Mexico","Graduated from HS in past 12 months","1"
"2016","160959","College of the Atlantic","Maine","Florida","Graduated from HS in past 12 months","1"
"2016","160959","College of the Atlantic","Maine","New Mexico","Total","2"
"2016","160959","College of the Atlantic","Maine","Colorado","Total","2"
"2016","160959","College of the Atlantic","Maine","Foreign countries","Graduated from HS in past 12 months","12"
"2016","160959","College of the Atlantic","Maine","Total","Total","79"
"2016","160959","College of the Atlantic","Maine","Washington","Graduated from HS in past 12 months","2"
"2016","160959","College of the Atlantic","Maine","Texas","Total","4"
"2016","160959","College of the Atlantic","Maine","New York","Graduated from HS in past 12 months","3"
"2016","160959","College of the Atlantic","Maine","Wisconsin","Graduated from HS in past 12 months","1"
"2016","160959","College of the Atlantic","Maine","North Carolina","Graduated from HS in past 12 months","1"
"2016","160959","College of the Atlantic","Maine","Maryland","Total","2"
"2016","160959","College of the Atlantic","Maine","Maine","Graduated from HS in past 12 months","12"
"2016","160959","College of the Atlantic","Maine","Georgia","Total","1"
"2016","160959","College of the Atlantic","Maine","California","Total","2"
"2016","160959","College of the Atlantic","Maine","Ohio","Total","2"
"2016","160959","College of the Atlantic","Maine","Massachusetts","Graduated from HS in past 12 months","3"
"2016","160959","College of the Atlantic","Maine","Texas","Graduated from HS in past 12 months","4"
"2016","160959","College of the Atlantic","Maine","New York","Total","4"
"2016","160959","College of the Atlantic","Maine","Vermont","Graduated from HS in past 12 months","5"
"2016","160959","College of the Atlantic","Maine","Montana","Total","1"
"2016","160959","College of the Atlantic","Maine","North Carolina","Total","2"
"2016","160959","College of the Atlantic","Maine","Virginia","Graduated from HS in past 12 months","2"
"2016","160959","College of the Atlantic","Maine","Michigan","Total","1"
"2016","160959","College of the Atlantic","Maine","Georgia","Graduated from HS in past 12 months","1"
"2016","160977","Bates College","Maine","Georgia","Graduated from HS in past 12 months","2"
"2016","160977","Bates College","Maine","Tennessee","Total","2"
"2016","160977","Bates College","Maine","New Jersey","Graduated from HS in past 12 months","15"
"2016","160977","Bates College","Maine","Rhode Island","Total","11"
"2016","160977","Bates College","Maine","Utah","Total","2"
"2016","160977","Bates College","Maine","Indiana","Total","2"
"2016","160977","Bates College","Maine","Georgia","Total","2"
"2016","160977","Bates College","Maine","Pennsylvania","Total","11"
"2016","160977","Bates College","Maine","Illinois","Graduated from HS in past 12 months","11"
"2016","160977","Bates College","Maine","Louisiana","Graduated from HS in past 12 months","1"
"2016","160977","Bates College","Maine","Vermont","Graduated from HS in past 12 months","6"
"2016","160977","Bates College","Maine","Nevada","Total","1"
"2016","160977","Bates College","Maine","Connecticut","Total","39"
"2016","160977","Bates College","Maine","Texas","Total","10"
"2016","160977","Bates College","Maine","California","Graduated from HS in past 12 months","34"
"2016","160977","Bates College","Maine","Montana","Total","2"
"2016","160977","Bates College","Maine","Louisiana","Total","1"
"2016","160977","Bates College","Maine","Massachusetts","Graduated from HS in past 12 months","81"
"2016","160977","Bates College","Maine","Ohio","Total","3"
"2016","160977","Bates College","Maine","Colorado","Total","10"
"2016","160977","Bates College","Maine","Virginia","Graduated from HS in past 12 months","6"
"2016","160977","Bates College","Maine","Colorado","Graduated from HS in past 12 months","8"
"2016","160977","Bates College","Maine","US total","Total","456"
"2016","160977","Bates College","Maine","New York","Total","74"
"2016","160977","Bates College","Maine","Montana","Graduated from HS in past 12 months","2"
"2016","160977","Bates College","Maine","Rhode Island","Graduated from HS in past 12 months","11"
"2016","160977","Bates College","Maine","Oregon","Graduated from HS in past 12 months","6"
"2016","160977","Bates College","Maine","District of Columbia","Graduated from HS in past 12 months","7"
"2016","160977","Bates College","Maine","Alaska","Graduated from HS in past 12 months","1"
"2016","160977","Bates College","Maine","Arizona","Graduated from HS in past 12 months","2"
"2016","160977","Bates College","Maine","Hawaii","Total","1"
"2016","160977","Bates College","Maine","Pennsylvania","Graduated from HS in past 12 months","11"
"2016","160977","Bates College","Maine","New Hampshire","Graduated from HS in past 12 months","14"
"2016","160977","Bates College","Maine","Utah","Graduated from HS in past 12 months","2"
"2016","160977","Bates College","Maine","Missouri","Graduated from HS in past 12 months","3"
"2016","160977","Bates College","Maine","Michigan","Total","3"
"2016","160977","Bates College","Maine","North Carolina","Total","5"
"2016","160977","Bates College","Maine","Virginia","Total","6"
"2016","160977","Bates College","Maine","Connecticut","Graduated from HS in past 12 months","38"
"2016","160977","Bates College","Maine","Residence not reported (balance line)","Graduated from HS in past 12 months",""
"2016","160977","Bates College","Maine","Iowa","Graduated from HS in past 12 months","1"
"2016","160977","Bates College","Maine","South Carolina","Graduated from HS in past 12 months","1"
"2016","160977","Bates College","Maine","Iowa","Total","1"
"2016","160977","Bates College","Maine","New Mexico","Total","2"
"2016","160977","Bates College","Maine","Arizona","Total","2"
"2016","160977","Bates College","Maine","Florida","Graduated from HS in past 12 months","12"
"2016","160977","Bates College","Maine","New Mexico","Graduated from HS in past 12 months","2"
"2016","160977","Bates College","Maine","New York","Graduated from HS in past 12 months","74"
"2016","160977","Bates College","Maine","Foreign countries","Total","40"
"2016","160977","Bates College","Maine","Maryland","Graduated from HS in past 12 months","11"
"2016","160977","Bates College","Maine","Minnesota","Graduated from HS in past 12 months","5"
"2016","160977","Bates College","Maine","Total","Total","498"
"2016","160977","Bates College","Maine","Michigan","Graduated from HS in past 12 months","3"
"2016","160977","Bates College","Maine","Ohio","Graduated from HS in past 12 months","3"
"2016","160977","Bates College","Maine","North Carolina","Graduated from HS in past 12 months","5"
"2016","160977","Bates College","Maine","Washington","Total","7"
"2016","160977","Bates College","Maine","South Carolina","Total","1"
"2016","160977","Bates College","Maine","Washington","Graduated from HS in past 12 months","7"
"2016","160977","Bates College","Maine","New Jersey","Total","16"
"2016","160977","Bates College","Maine","Hawaii","Graduated from HS in past 12 months","1"
"2016","160977","Bates College","Maine","Foreign countries","Graduated from HS in past 12 months","37"
"2016","160977","Bates College","Maine","Maryland","Total","11"
"2016","160977","Bates College","Maine","Massachusetts","Total","85"
"2016","160977","Bates College","Maine","Nevada","Graduated from HS in past 12 months","0"
"2016","160977","Bates College","Maine","Delaware","Graduated from HS in past 12 months","1"
"2016","160977","Bates College","Maine","Vermont","Total","8"
"2016","160977","Bates College","Maine","Residence not reported (balance line)","Total","2"
"2016","160977","Bates College","Maine","Tennessee","Graduated from HS in past 12 months","2"
"2016","160977","Bates College","Maine","New Hampshire","Total","14"
"2016","160977","Bates College","Maine","Indiana","Graduated from HS in past 12 months","2"
"2016","160977","Bates College","Maine","Delaware","Total","1"
"2016","160977","Bates College","Maine","District of Columbia","Total","7"
"2016","160977","Bates College","Maine","Maine","Total","43"
"2016","160977","Bates College","Maine","Total","Graduated from HS in past 12 months","478"
"2016","160977","Bates College","Maine","Florida","Total","12"
"2016","160977","Bates College","Maine","Maine","Graduated from HS in past 12 months","41"
"2016","160977","Bates College","Maine","Alaska","Total","1"
"2016","160977","Bates College","Maine","Minnesota","Total","5"
"2016","160977","Bates College","Maine","Missouri","Total","3"
"2016","160977","Bates College","Maine","California","Total","34"
"2016","160977","Bates College","Maine","Oregon","Total","6"
"2016","160977","Bates College","Maine","US total","Graduated from HS in past 12 months","441"
"2016","160977","Bates College","Maine","Illinois","Total","12"
"2016","160977","Bates College","Maine","Texas","Graduated from HS in past 12 months","9"
"2016","161004","Bowdoin College","Maine","Arizona","Graduated from HS in past 12 months","4"
"2016","161004","Bowdoin College","Maine","New Mexico","Graduated from HS in past 12 months","1"
"2016","161004","Bowdoin College","Maine","Minnesota","Total","4"
"2016","161004","Bowdoin College","Maine","Massachusetts","Graduated from HS in past 12 months","63"
"2016","161004","Bowdoin College","Maine","Colorado","Total","4"
"2016","161004","Bowdoin College","Maine","Washington","Graduated from HS in past 12 months","11"
"2016","161004","Bowdoin College","Maine","Oklahoma","Total","1"
"2016","161004","Bowdoin College","Maine","Wisconsin","Graduated from HS in past 12 months","2"
"2016","161004","Bowdoin College","Maine","Michigan","Total","2"
"2016","161004","Bowdoin College","Maine","Foreign countries","Total","33"
"2016","161004","Bowdoin College","Maine","Illinois","Graduated from HS in past 12 months","5"
"2016","161004","Bowdoin College","Maine","Nebraska","Total","1"
"2016","161004","Bowdoin College","Maine","New Hampshire","Total","19"
"2016","161004","Bowdoin College","Maine","Florida","Total","8"
"2016","161004","Bowdoin College","Maine","Kentucky","Graduated from HS in past 12 months","1"
"2016","161004","Bowdoin College","Maine","Alabama","Total","1"
"2016","161004","Bowdoin College","Maine","Arizona","Total","4"
"2016","161004","Bowdoin College","Maine","District of Columbia","Graduated from HS in past 12 months","3"
"2016","161004","Bowdoin College","Maine","Washington","Total","11"
"2016","161004","Bowdoin College","Maine","Maine","Graduated from HS in past 12 months","41"
"2016","161004","Bowdoin College","Maine","New Jersey","Graduated from HS in past 12 months","32"
"2016","161004","Bowdoin College","Maine","Hawaii","Graduated from HS in past 12 months","1"
"2016","161004","Bowdoin College","Maine","US total","Graduated from HS in past 12 months","423"
"2016","161004","Bowdoin College","Maine","Missouri","Graduated from HS in past 12 months","4"
"2016","161004","Bowdoin College","Maine","Iowa","Graduated from HS in past 12 months","2"
"2016","161004","Bowdoin College","Maine","Iowa","Total","2"
"2016","161004","Bowdoin College","Maine","Kansas","Total","1"
"2016","161004","Bowdoin College","Maine","Alabama","Graduated from HS in past 12 months","1"
"2016","161004","Bowdoin College","Maine","Kentucky","Total","1"
"2016","161004","Bowdoin College","Maine","Oregon","Graduated from HS in past 12 months","4"
"2016","161004","Bowdoin College","Maine","New York","Total","60"
"2016","161004","Bowdoin College","Maine","Total","Total","503"
"2016","161004","Bowdoin College","Maine","Idaho","Graduated from HS in past 12 months","2"
"2016","161004","Bowdoin College","Maine","Connecticut","Total","32"
"2016","161004","Bowdoin College","Maine","New York","Graduated from HS in past 12 months","51"
"2016","161004","Bowdoin College","Maine","Foreign countries","Graduated from HS in past 12 months","28"
"2016","161004","Bowdoin College","Maine","Hawaii","Total","1"
"2016","161004","Bowdoin College","Maine","Ohio","Total","2"
"2016","161004","Bowdoin College","Maine","South Carolina","Graduated from HS in past 12 months","2"
"2016","161004","Bowdoin College","Maine","Colorado","Graduated from HS in past 12 months","3"
"2016","161004","Bowdoin College","Maine","New Jersey","Total","33"
"2016","161004","Bowdoin College","Maine","Oregon","Total","4"
"2016","161004","Bowdoin College","Maine","Alaska","Total","3"
"2016","161004","Bowdoin College","Maine","New Hampshire","Graduated from HS in past 12 months","18"
"2016","161004","Bowdoin College","Maine","South Carolina","Total","2"
"2016","161004","Bowdoin College","Maine","Montana","Total","1"
"2016","161004","Bowdoin College","Maine","Maryland","Total","11"
"2016","161004","Bowdoin College","Maine","Outlying areas total","Graduated from HS in past 12 months","1"
"2016","161004","Bowdoin College","Maine","Missouri","Total","8"
"2016","161004","Bowdoin College","Maine","Wisconsin","Total","2"
"2016","161004","Bowdoin College","Maine","Pennsylvania","Graduated from HS in past 12 months","12"
"2016","161004","Bowdoin College","Maine","California","Graduated from HS in past 12 months","49"
"2016","161004","Bowdoin College","Maine","New Mexico","Total","1"
"2016","161004","Bowdoin College","Maine","Florida","Graduated from HS in past 12 months","8"
"2016","161004","Bowdoin College","Maine","Rhode Island","Total","7"
"2016","161004","Bowdoin College","Maine","Outlying areas total","Total","1"
"2016","161004","Bowdoin College","Maine","Puerto Rico","Total","1"
"2016","161004","Bowdoin College","Maine","Wyoming","Graduated from HS in past 12 months","2"
"2016","161004","Bowdoin College","Maine","Ohio","Graduated from HS in past 12 months","1"
"2016","161004","Bowdoin College","Maine","Oklahoma","Graduated from HS in past 12 months","1"
"2016","161004","Bowdoin College","Maine","Virginia","Graduated from HS in past 12 months","13"
"2016","161004","Bowdoin College","Maine","Pennsylvania","Total","13"
"2016","161004","Bowdoin College","Maine","Texas","Graduated from HS in past 12 months","7"
"2016","161004","Bowdoin College","Maine","Texas","Total","8"
"2016","161004","Bowdoin College","Maine","Rhode Island","Graduated from HS in past 12 months","7"
"2016","161004","Bowdoin College","Maine","Tennessee","Total","4"
"2016","161004","Bowdoin College","Maine","Nebraska","Graduated from HS in past 12 months","1"
"2016","161004","Bowdoin College","Maine","West Virginia","Graduated from HS in past 12 months","2"
"2016","161004","Bowdoin College","Maine","Wyoming","Total","3"
"2016","161004","Bowdoin College","Maine","Michigan","Graduated from HS in past 12 months","2"
"2016","161004","Bowdoin College","Maine","Georgia","Graduated from HS in past 12 months","6"
"2016","161004","Bowdoin College","Maine","US total","Total","469"
"2016","161004","Bowdoin College","Maine","Vermont","Graduated from HS in past 12 months","6"
"2016","161004","Bowdoin College","Maine","Connecticut","Graduated from HS in past 12 months","28"
"2016","161004","Bowdoin College","Maine","Idaho","Total","2"
"2016","161004","Bowdoin College","Maine","West Virginia","Total","2"
"2016","161004","Bowdoin College","Maine","North Carolina","Total","7"
"2016","161004","Bowdoin College","Maine","Virginia","Total","13"
"2016","161004","Bowdoin College","Maine","Puerto Rico","Graduated from HS in past 12 months","1"
"2016","161004","Bowdoin College","Maine","Montana","Graduated from HS in past 12 months","1"
"2016","161004","Bowdoin College","Maine","Total","Graduated from HS in past 12 months","452"
"2016","161004","Bowdoin College","Maine","Georgia","Total","6"
"2016","161004","Bowdoin College","Maine","Alaska","Graduated from HS in past 12 months","3"
"2016","161004","Bowdoin College","Maine","Illinois","Total","7"
"2016","161004","Bowdoin College","Maine","Massachusetts","Total","72"
"2016","161004","Bowdoin College","Maine","North Carolina","Graduated from HS in past 12 months","7"
"2016","161004","Bowdoin College","Maine","Tennessee","Graduated from HS in past 12 months","2"
"2016","161004","Bowdoin College","Maine","Maryland","Graduated from HS in past 12 months","9"
"2016","161004","Bowdoin College","Maine","Minnesota","Graduated from HS in past 12 months","4"
"2016","161004","Bowdoin College","Maine","California","Total","52"
"2016","161004","Bowdoin College","Maine","District of Columbia","Total","3"
"2016","161004","Bowdoin College","Maine","Kansas","Graduated from HS in past 12 months","1"
"2016","161004","Bowdoin College","Maine","Vermont","Total","6"
"2016","161004","Bowdoin College","Maine","Maine","Total","45"
"2016","161086","Colby College","Maine","Foreign countries","Graduated from HS in past 12 months","60"
"2016","161086","Colby College","Maine","Connecticut","Total","22"
"2016","161086","Colby College","Maine","Tennessee","Graduated from HS in past 12 months","1"
"2016","161086","Colby College","Maine","Delaware","Graduated from HS in past 12 months","1"
"2016","161086","Colby College","Maine","Utah","Graduated from HS in past 12 months","2"
"2016","161086","Colby College","Maine","Washington","Total","8"
"2016","161086","Colby College","Maine","Colorado","Graduated from HS in past 12 months","9"
"2016","161086","Colby College","Maine","Pennsylvania","Graduated from HS in past 12 months","11"
"2016","161086","Colby College","Maine","Ohio","Graduated from HS in past 12 months","3"
"2016","161086","Colby College","Maine","Georgia","Total","5"
"2016","161086","Colby College","Maine","New Jersey","Graduated from HS in past 12 months","24"
"2016","161086","Colby College","Maine","Wisconsin","Graduated from HS in past 12 months","6"
"2016","161086","Colby College","Maine","Maryland","Total","16"
"2016","161086","Colby College","Maine","Missouri","Total","3"
"2016","161086","Colby College","Maine","Delaware","Total","1"
"2016","161086","Colby College","Maine","North Carolina","Total","1"
"2016","161086","Colby College","Maine","Connecticut","Graduated from HS in past 12 months","19"
"2016","161086","Colby College","Maine","Ohio","Total","3"
"2016","161086","Colby College","Maine","Louisiana","Total","2"
"2016","161086","Colby College","Maine","District of Columbia","Graduated from HS in past 12 months","6"
"2016","161086","Colby College","Maine","Vermont","Graduated from HS in past 12 months","6"
"2016","161086","Colby College","Maine","Louisiana","Graduated from HS in past 12 months","2"
"2016","161086","Colby College","Maine","Massachusetts","Graduated from HS in past 12 months","99"
"2016","161086","Colby College","Maine","Minnesota","Total","11"
"2016","161086","Colby College","Maine","Texas","Total","24"
"2016","161086","Colby College","Maine","Michigan","Total","6"
"2016","161086","Colby College","Maine","Indiana","Total","1"
"2016","161086","Colby College","Maine","Total","Total","510"
"2016","161086","Colby College","Maine","North Carolina","Graduated from HS in past 12 months","1"
"2016","161086","Colby College","Maine","US total","Total","449"
"2016","161086","Colby College","Maine","Montana","Graduated from HS in past 12 months","3"
"2016","161086","Colby College","Maine","Kentucky","Total","2"
"2016","161086","Colby College","Maine","Oklahoma","Total","3"
"2016","161086","Colby College","Maine","Colorado","Total","11"
"2016","161086","Colby College","Maine","New Jersey","Total","24"
"2016","161086","Colby College","Maine","New Hampshire","Graduated from HS in past 12 months","23"
"2016","161086","Colby College","Maine","Illinois","Graduated from HS in past 12 months","7"
"2016","161086","Colby College","Maine","New York","Total","40"
"2016","161086","Colby College","Maine","Michigan","Graduated from HS in past 12 months","5"
"2016","161086","Colby College","Maine","Oregon","Total","1"
"2016","161086","Colby College","Maine","Maine","Graduated from HS in past 12 months","43"
"2016","161086","Colby College","Maine","Washington","Graduated from HS in past 12 months","8"
"2016","161086","Colby College","Maine","Tennessee","Total","1"
"2016","161086","Colby College","Maine","Rhode Island","Graduated from HS in past 12 months","5"
"2016","161086","Colby College","Maine","Florida","Total","7"
"2016","161086","Colby College","Maine","Texas","Graduated from HS in past 12 months","24"
"2016","161086","Colby College","Maine","Virginia","Total","10"
"2016","161086","Colby College","Maine","Maine","Total","43"
"2016","161086","Colby College","Maine","Virginia","Graduated from HS in past 12 months","10"
"2016","161086","Colby College","Maine","Florida","Graduated from HS in past 12 months","7"
"2016","161086","Colby College","Maine","Vermont","Total","9"
"2016","161086","Colby College","Maine","Oklahoma","Graduated from HS in past 12 months","3"
"2016","161086","Colby College","Maine","Arizona","Graduated from HS in past 12 months","1"
"2016","161086","Colby College","Maine","Missouri","Graduated from HS in past 12 months","3"
"2016","161086","Colby College","Maine","California","Total","27"
"2016","161086","Colby College","Maine","New York","Graduated from HS in past 12 months","37"
"2016","161086","Colby College","Maine","Hawaii","Total","1"
"2016","161086","Colby College","Maine","Indiana","Graduated from HS in past 12 months","1"
"2016","161086","Colby College","Maine","Maryland","Graduated from HS in past 12 months","15"
"2016","161086","Colby College","Maine","Wisconsin","Total","7"
"2016","161086","Colby College","Maine","New Hampshire","Total","23"
"2016","161086","Colby College","Maine","Nevada","Graduated from HS in past 12 months","1"
"2016","161086","Colby College","Maine","Nevada","Total","1"
"2016","161086","Colby College","Maine","US total","Graduated from HS in past 12 months","433"
"2016","161086","Colby College","Maine","Rhode Island","Total","5"
"2016","161086","Colby College","Maine","Pennsylvania","Total","11"
"2016","161086","Colby College","Maine","Foreign countries","Total","61"
"2016","161086","Colby College","Maine","California","Graduated from HS in past 12 months","27"
"2016","161086","Colby College","Maine","Arizona","Total","1"
"2016","161086","Colby College","Maine","Total","Graduated from HS in past 12 months","493"
"2016","161086","Colby College","Maine","Utah","Total","2"
"2016","161086","Colby College","Maine","Illinois","Total","7"
"2016","161086","Colby College","Maine","District of Columbia","Total","6"
"2016","161086","Colby College","Maine","Minnesota","Graduated from HS in past 12 months","10"
"2016","161086","Colby College","Maine","Idaho","Graduated from HS in past 12 months","1"
"2016","161086","Colby College","Maine","Montana","Total","3"
"2016","161086","Colby College","Maine","Georgia","Graduated from HS in past 12 months","5"
"2016","161086","Colby College","Maine","Kentucky","Graduated from HS in past 12 months","2"
"2016","161086","Colby College","Maine","Oregon","Graduated from HS in past 12 months","1"
"2016","161086","Colby College","Maine","Hawaii","Graduated from HS in past 12 months","1"
"2016","161086","Colby College","Maine","Massachusetts","Total","100"
"2016","161086","Colby College","Maine","Idaho","Total","1"
"2016","161217","University of Maine at Augusta","Maine","Virginia","Graduated from HS in past 12 months","1"
"2016","161217","University of Maine at Augusta","Maine","Florida","Total","1"
"2016","161217","University of Maine at Augusta","Maine","Maine","Graduated from HS in past 12 months","124"
"2016","161217","University of Maine at Augusta","Maine","US total","Total","307"
"2016","161217","University of Maine at Augusta","Maine","Virginia","Total","1"
"2016","161217","University of Maine at Augusta","Maine","Maine","Total","301"
"2016","161217","University of Maine at Augusta","Maine","New York","Graduated from HS in past 12 months","1"
"2016","161217","University of Maine at Augusta","Maine","Connecticut","Graduated from HS in past 12 months","0"
"2016","161217","University of Maine at Augusta","Maine","Mississippi","Graduated from HS in past 12 months","0"
"2016","161217","University of Maine at Augusta","Maine","US total","Graduated from HS in past 12 months","126"
"2016","161217","University of Maine at Augusta","Maine","Total","Graduated from HS in past 12 months","126"
"2016","161217","University of Maine at Augusta","Maine","Florida","Graduated from HS in past 12 months","0"
"2016","161217","University of Maine at Augusta","Maine","New York","Total","1"
"2016","161217","University of Maine at Augusta","Maine","Mississippi","Total","2"
"2016","161217","University of Maine at Augusta","Maine","Connecticut","Total","1"
"2016","161217","University of Maine at Augusta","Maine","Total","Total","307"
"2016","161226","University of Maine at Farmington","Maine","South Carolina","Graduated from HS in past 12 months","1"
"2016","161226","University of Maine at Farmington","Maine","Vermont","Total","9"
"2016","161226","University of Maine at Farmington","Maine","Pennsylvania","Total","1"
"2016","161226","University of Maine at Farmington","Maine","US total","Total","433"
"2016","161226","University of Maine at Farmington","Maine","South Carolina","Total","1"
"2016","161226","University of Maine at Farmington","Maine","New Jersey","Total","2"
"2016","161226","University of Maine at Farmington","Maine","Pennsylvania","Graduated from HS in past 12 months","1"
"2016","161226","University of Maine at Farmington","Maine","Residence not reported (balance line)","Graduated from HS in past 12 months",""
"2016","161226","University of Maine at Farmington","Maine","Maine","Graduated from HS in past 12 months","325"
"2016","161226","University of Maine at Farmington","Maine","Connecticut","Graduated from HS in past 12 months","7"
"2016","161226","University of Maine at Farmington","Maine","Connecticut","Total","7"
"2016","161226","University of Maine at Farmington","Maine","New Hampshire","Total","15"
"2016","161226","University of Maine at Farmington","Maine","Total","Total","435"
"2016","161226","University of Maine at Farmington","Maine","US total","Graduated from HS in past 12 months","399"
"2016","161226","University of Maine at Farmington","Maine","New Hampshire","Graduated from HS in past 12 months","13"
"2016","161226","University of Maine at Farmington","Maine","Total","Graduated from HS in past 12 months","399"
"2016","161226","University of Maine at Farmington","Maine","Texas","Total","1"
"2016","161226","University of Maine at Farmington","Maine","Virginia","Graduated from HS in past 12 months","1"
"2016","161226","University of Maine at Farmington","Maine","Delaware","Total","1"
"2016","161226","University of Maine at Farmington","Maine","Rhode Island","Total","3"
"2016","161226","University of Maine at Farmington","Maine","Virginia","Total","1"
"2016","161226","University of Maine at Farmington","Maine","New Jersey","Graduated from HS in past 12 months","2"
"2016","161226","University of Maine at Farmington","Maine","Massachusetts","Total","36"
"2016","161226","University of Maine at Farmington","Maine","Vermont","Graduated from HS in past 12 months","9"
"2016","161226","University of Maine at Farmington","Maine","Texas","Graduated from HS in past 12 months","1"
"2016","161226","University of Maine at Farmington","Maine","Rhode Island","Graduated from HS in past 12 months","3"
"2016","161226","University of Maine at Farmington","Maine","Massachusetts","Graduated from HS in past 12 months","35"
"2016","161226","University of Maine at Farmington","Maine","Maine","Total","356"
"2016","161226","University of Maine at Farmington","Maine","Delaware","Graduated from HS in past 12 months","1"
"2016","161226","University of Maine at Farmington","Maine","Residence not reported (balance line)","Total","2"
"2016","161235","University of Maine at Fort Kent","Maine","Maine","Graduated from HS in past 12 months","115"
"2016","161235","University of Maine at Fort Kent","Maine","New Hampshire","Graduated from HS in past 12 months","4"
"2016","161235","University of Maine at Fort Kent","Maine","California","Total","6"
"2016","161235","University of Maine at Fort Kent","Maine","State unknown","Total","13"
"2016","161235","University of Maine at Fort Kent","Maine","US total","Graduated from HS in past 12 months","146"
"2016","161235","University of Maine at Fort Kent","Maine","Vermont","Graduated from HS in past 12 months","6"
"2016","161235","University of Maine at Fort Kent","Maine","Massachusetts","Graduated from HS in past 12 months","2"
"2016","161235","University of Maine at Fort Kent","Maine","Virginia","Total","1"
"2016","161235","University of Maine at Fort Kent","Maine","New York","Total","1"
"2016","161235","University of Maine at Fort Kent","Maine","Texas","Graduated from HS in past 12 months","1"
"2016","161235","University of Maine at Fort Kent","Maine","Texas","Total","1"
"2016","161235","University of Maine at Fort Kent","Maine","Total","Total","170"
"2016","161235","University of Maine at Fort Kent","Maine","Vermont","Total","7"
"2016","161235","University of Maine at Fort Kent","Maine","New York","Graduated from HS in past 12 months","1"
"2016","161235","University of Maine at Fort Kent","Maine","Colorado","Graduated from HS in past 12 months","1"
"2016","161235","University of Maine at Fort Kent","Maine","Total","Graduated from HS in past 12 months","146"
"2016","161235","University of Maine at Fort Kent","Maine","Florida","Total","4"
"2016","161235","University of Maine at Fort Kent","Maine","Maine","Total","128"
"2016","161235","University of Maine at Fort Kent","Maine","Utah","Total","1"
"2016","161235","University of Maine at Fort Kent","Maine","Utah","Graduated from HS in past 12 months","1"
"2016","161235","University of Maine at Fort Kent","Maine","US total","Total","170"
"2016","161235","University of Maine at Fort Kent","Maine","Virginia","Graduated from HS in past 12 months","1"
"2016","161235","University of Maine at Fort Kent","Maine","State unknown","Graduated from HS in past 12 months","4"
"2016","161235","University of Maine at Fort Kent","Maine","Massachusetts","Total","2"
"2016","161235","University of Maine at Fort Kent","Maine","Colorado","Total","1"
"2016","161235","University of Maine at Fort Kent","Maine","Rhode Island","Total","1"
"2016","161235","University of Maine at Fort Kent","Maine","Rhode Island","Graduated from HS in past 12 months","0"
"2016","161235","University of Maine at Fort Kent","Maine","California","Graduated from HS in past 12 months","6"
"2016","161235","University of Maine at Fort Kent","Maine","Florida","Graduated from HS in past 12 months","4"
"2016","161235","University of Maine at Fort Kent","Maine","New Hampshire","Total","4"
"2016","161244","University of Maine at Machias","Maine","Colorado","Graduated from HS in past 12 months","1"
"2016","161244","University of Maine at Machias","Maine","California","Graduated from HS in past 12 months","1"
"2016","161244","University of Maine at Machias","Maine","Vermont","Total","2"
"2016","161244","University of Maine at Machias","Maine","Total","Graduated from HS in past 12 months","115"
"2016","161244","University of Maine at Machias","Maine","Connecticut","Total","5"
"2016","161244","University of Maine at Machias","Maine","US total","Total","129"
"2016","161244","University of Maine at Machias","Maine","Arizona","Total","1"
"2016","161244","University of Maine at Machias","Maine","Texas","Graduated from HS in past 12 months","6"
