"year","unitid","inst_name","state_name","state_of_residence","type_of_freshman","enrollment_fall"
"2013","161086","Colby College","Maine","Nebraska","Graduated from HS in past 12 months","2"
"2013","161086","Colby College","Maine","Wyoming","Total","1"
"2013","161086","Colby College","Maine","Alaska","Total","1"
"2013","161086","Colby College","Maine","Louisiana","Graduated from HS in past 12 months","1"
"2013","161086","Colby College","Maine","Delaware","Graduated from HS in past 12 months","1"
"2013","161086","Colby College","Maine","Alabama","Total","2"
"2013","161086","Colby College","Maine","Arkansas","Graduated from HS in past 12 months","0"
"2013","161086","Colby College","Maine","Pennsylvania","Total","5"
"2013","161086","Colby College","Maine","Wisconsin","Total","1"
"2013","161086","Colby College","Maine","Maryland","Graduated from HS in past 12 months","15"
"2013","161086","Colby College","Maine","New York","Graduated from HS in past 12 months","60"
"2013","161086","Colby College","Maine","Nebraska","Total","2"
"2013","161086","Colby College","Maine","Connecticut","Total","26"
"2013","161086","Colby College","Maine","Foreign countries","Graduated from HS in past 12 months","66"
"2013","161086","Colby College","Maine","Louisiana","Total","1"
"2013","161086","Colby College","Maine","Idaho","Total","1"
"2013","161086","Colby College","Maine","Texas","Graduated from HS in past 12 months","9"
"2013","161086","Colby College","Maine","California","Graduated from HS in past 12 months","27"
"2013","161086","Colby College","Maine","District of Columbia","Graduated from HS in past 12 months","3"
"2013","161086","Colby College","Maine","Georgia","Total","7"
"2013","161086","Colby College","Maine","South Carolina","Total","2"
"2013","161086","Colby College","Maine","Foreign countries","Total","67"
"2013","161217","University of Maine at Augusta","Maine","Massachusetts","Total","3"
"2013","161217","University of Maine at Augusta","Maine","Foreign countries","Graduated from HS in past 12 months","0"
"2013","161217","University of Maine at Augusta","Maine","New Hampshire","Total","2"
"2013","161217","University of Maine at Augusta","Maine","Total","Total","454"
"2013","161217","University of Maine at Augusta","Maine","Maine","Total","444"
"2013","161217","University of Maine at Augusta","Maine","Residence not reported (balance line)","Graduated from HS in past 12 months",""
"2013","161217","University of Maine at Augusta","Maine","Maine","Graduated from HS in past 12 months","192"
"2013","161217","University of Maine at Augusta","Maine","Maryland","Total","1"
"2013","161217","University of Maine at Augusta","Maine","US total","Total","452"
"2013","161217","University of Maine at Augusta","Maine","New Hampshire","Graduated from HS in past 12 months","0"
"2013","161217","University of Maine at Augusta","Maine","US total","Graduated from HS in past 12 months","195"
"2013","161217","University of Maine at Augusta","Maine","New York","Total","2"
"2013","161217","University of Maine at Augusta","Maine","Total","Graduated from HS in past 12 months","195"
"2013","161217","University of Maine at Augusta","Maine","Foreign countries","Total","1"
"2013","161217","University of Maine at Augusta","Maine","Massachusetts","Graduated from HS in past 12 months","1"
"2013","161217","University of Maine at Augusta","Maine","Maryland","Graduated from HS in past 12 months","0"
"2013","161217","University of Maine at Augusta","Maine","Residence not reported (balance line)","Total","1"
"2013","161217","University of Maine at Augusta","Maine","New York","Graduated from HS in past 12 months","2"
"2013","161235","University of Maine at Fort Kent","Maine","Texas","Graduated from HS in past 12 months","1"
"2013","161235","University of Maine at Fort Kent","Maine","Total","Total","162"
"2013","161235","University of Maine at Fort Kent","Maine","Rhode Island","Graduated from HS in past 12 months","2"
"2013","161235","University of Maine at Fort Kent","Maine","New York","Graduated from HS in past 12 months","2"
"2013","161235","University of Maine at Fort Kent","Maine","US total","Graduated from HS in past 12 months","136"
"2013","161235","University of Maine at Fort Kent","Maine","New Hampshire","Graduated from HS in past 12 months","1"
"2013","161235","University of Maine at Fort Kent","Maine","New Jersey","Graduated from HS in past 12 months","0"
"2013","161235","University of Maine at Fort Kent","Maine","New York","Total","2"
"2013","161235","University of Maine at Fort Kent","Maine","Foreign countries","Graduated from HS in past 12 months","5"
"2013","161235","University of Maine at Fort Kent","Maine","Foreign countries","Total","11"
"2013","161235","University of Maine at Fort Kent","Maine","Rhode Island","Total","2"
"2013","161235","University of Maine at Fort Kent","Maine","New Jersey","Total","1"
"2013","161235","University of Maine at Fort Kent","Maine","Florida","Total","1"
"2013","161235","University of Maine at Fort Kent","Maine","Total","Graduated from HS in past 12 months","141"
"2013","161235","University of Maine at Fort Kent","Maine","Texas","Total","1"
"2013","161235","University of Maine at Fort Kent","Maine","US total","Total","151"
"2013","161235","University of Maine at Fort Kent","Maine","Maine","Graduated from HS in past 12 months","125"
"2013","161235","University of Maine at Fort Kent","Maine","New Hampshire","Total","1"
"2013","161235","University of Maine at Fort Kent","Maine","Maine","Total","139"
"2013","161235","University of Maine at Fort Kent","Maine","Florida","Graduated from HS in past 12 months","1"
"2013","161235","University of Maine at Fort Kent","Maine","Connecticut","Graduated from HS in past 12 months","4"
"2013","161235","University of Maine at Fort Kent","Maine","Connecticut","Total","4"
"2013","161244","University of Maine at Machias","Maine","Illinois","Graduated from HS in past 12 months","1"
"2013","161244","University of Maine at Machias","Maine","Massachusetts","Graduated from HS in past 12 months","12"
"2013","161244","University of Maine at Machias","Maine","Foreign countries","Graduated from HS in past 12 months","1"
"2013","161244","University of Maine at Machias","Maine","Connecticut","Total","5"
"2013","161244","University of Maine at Machias","Maine","Connecticut","Graduated from HS in past 12 months","5"
"2013","161244","University of Maine at Machias","Maine","New Hampshire","Total","2"
"2013","161244","University of Maine at Machias","Maine","Michigan","Graduated from HS in past 12 months","1"
"2013","161244","University of Maine at Machias","Maine","Michigan","Total","1"
"2013","161244","University of Maine at Machias","Maine","New Hampshire","Graduated from HS in past 12 months","2"
"2013","161244","University of Maine at Machias","Maine","Foreign countries","Total","1"
"2013","161244","University of Maine at Machias","Maine","New York","Graduated from HS in past 12 months","1"
"2013","161244","University of Maine at Machias","Maine","Maine","Total","80"
"2013","161244","University of Maine at Machias","Maine","US total","Graduated from HS in past 12 months","89"
"2013","161244","University of Maine at Machias","Maine","Massachusetts","Total","12"
"2013","161244","University of Maine at Machias","Maine","Minnesota","Graduated from HS in past 12 months","0"
"2013","161244","University of Maine at Machias","Maine","US total","Total","103"
"2013","161244","University of Maine at Machias","Maine","New York","Total","1"
"2013","161244","University of Maine at Machias","Maine","Total","Total","104"
"2013","161244","University of Maine at Machias","Maine","Maine","Graduated from HS in past 12 months","67"
"2013","161244","University of Maine at Machias","Maine","Illinois","Total","1"
"2013","161244","University of Maine at Machias","Maine","Total","Graduated from HS in past 12 months","90"
"2013","161244","University of Maine at Machias","Maine","Minnesota","Total","1"
"2013","161253","University of Maine","Maine","Rhode Island","Total","10"
"2013","161253","University of Maine","Maine","Massachusetts","Total","277"
"2013","161253","University of Maine","Maine","North Carolina","Total","1"
"2013","161253","University of Maine","Maine","Tennessee","Graduated from HS in past 12 months","2"
"2013","161253","University of Maine","Maine","Michigan","Graduated from HS in past 12 months","3"
"2013","161253","University of Maine","Maine","New Mexico","Graduated from HS in past 12 months","1"
"2013","161253","University of Maine","Maine","Maine","Total","1488"
"2013","161253","University of Maine","Maine","Minnesota","Graduated from HS in past 12 months","3"
"2013","161253","University of Maine","Maine","California","Total","12"
"2013","161253","University of Maine","Maine","New Hampshire","Graduated from HS in past 12 months","79"
"2013","161253","University of Maine","Maine","Massachusetts","Graduated from HS in past 12 months","273"
"2013","161253","University of Maine","Maine","Indiana","Graduated from HS in past 12 months","1"
"2013","161253","University of Maine","Maine","New Mexico","Total","1"
"2013","161253","University of Maine","Maine","Pennsylvania","Total","16"
"2013","161253","University of Maine","Maine","Vermont","Total","29"
"2013","161253","University of Maine","Maine","Colorado","Total","3"
"2013","161253","University of Maine","Maine","Virginia","Graduated from HS in past 12 months","2"
"2013","161253","University of Maine","Maine","Foreign countries","Graduated from HS in past 12 months","27"
"2013","161253","University of Maine","Maine","Virginia","Total","2"
"2013","161253","University of Maine","Maine","Colorado","Graduated from HS in past 12 months","3"
"2013","161253","University of Maine","Maine","Texas","Total","5"
"2013","161253","University of Maine","Maine","Georgia","Graduated from HS in past 12 months","1"
"2013","161253","University of Maine","Maine","Delaware","Graduated from HS in past 12 months","3"
"2013","161253","University of Maine","Maine","California","Graduated from HS in past 12 months","12"
"2013","161253","University of Maine","Maine","US total","Graduated from HS in past 12 months","2020"
"2013","161253","University of Maine","Maine","Rhode Island","Graduated from HS in past 12 months","10"
"2013","161253","University of Maine","Maine","Texas","Graduated from HS in past 12 months","4"
"2013","161253","University of Maine","Maine","Florida","Total","3"
"2013","161253","University of Maine","Maine","Indiana","Total","1"
"2013","161253","University of Maine","Maine","New Jersey","Graduated from HS in past 12 months","32"
"2013","161253","University of Maine","Maine","Georgia","Total","1"
"2013","161253","University of Maine","Maine","Maryland","Total","10"
"2013","161253","University of Maine","Maine","Florida","Graduated from HS in past 12 months","3"
"2013","161253","University of Maine","Maine","New Hampshire","Total","81"
"2013","161253","University of Maine","Maine","Alaska","Graduated from HS in past 12 months","1"
"2013","161253","University of Maine","Maine","District of Columbia","Graduated from HS in past 12 months","1"
"2013","161253","University of Maine","Maine","Illinois","Graduated from HS in past 12 months","9"
"2013","161253","University of Maine","Maine","Alaska","Total","1"
"2013","161253","University of Maine","Maine","Maine","Graduated from HS in past 12 months","1397"
"2013","161253","University of Maine","Maine","State unknown","Total","2"
"2013","161253","University of Maine","Maine","Total","Total","2166"
"2013","161253","University of Maine","Maine","District of Columbia","Total","1"
"2013","161253","University of Maine","Maine","Kansas","Graduated from HS in past 12 months","1"
"2013","161253","University of Maine","Maine","Maryland","Graduated from HS in past 12 months","10"
"2013","161253","University of Maine","Maine","New Jersey","Total","32"
"2013","161253","University of Maine","Maine","Tennessee","Total","2"
"2013","161253","University of Maine","Maine","Delaware","Total","3"
"2013","161253","University of Maine","Maine","Ohio","Total","2"
"2013","161253","University of Maine","Maine","Ohio","Graduated from HS in past 12 months","2"
"2013","161253","University of Maine","Maine","Wisconsin","Graduated from HS in past 12 months","2"
"2013","161253","University of Maine","Maine","Illinois","Total","9"
"2013","161253","University of Maine","Maine","Total","Graduated from HS in past 12 months","2047"
"2013","161253","University of Maine","Maine","New York","Total","44"
"2013","161253","University of Maine","Maine","Wisconsin","Total","2"
"2013","161253","University of Maine","Maine","Michigan","Total","4"
"2013","161253","University of Maine","Maine","Nevada","Total","1"
"2013","161253","University of Maine","Maine","Foreign countries","Total","42"
"2013","161253","University of Maine","Maine","North Carolina","Graduated from HS in past 12 months","1"
"2013","161253","University of Maine","Maine","Connecticut","Graduated from HS in past 12 months","76"
"2013","161253","University of Maine","Maine","Vermont","Graduated from HS in past 12 months","28"
"2013","161253","University of Maine","Maine","Connecticut","Total","76"
"2013","161253","University of Maine","Maine","New York","Graduated from HS in past 12 months","43"
"2013","161253","University of Maine","Maine","Pennsylvania","Graduated from HS in past 12 months","15"
"2013","161253","University of Maine","Maine","US total","Total","2124"
"2013","161253","University of Maine","Maine","Minnesota","Total","4"
"2013","161253","University of Maine","Maine","Nevada","Graduated from HS in past 12 months","1"
"2013","161253","University of Maine","Maine","Kansas","Total","1"
"2013","161253","University of Maine","Maine","State unknown","Graduated from HS in past 12 months","1"
"2013","161509","Maine College of Art","Maine","Pennsylvania","Total","3"
"2013","161509","Maine College of Art","Maine","Maryland","Total","1"
"2013","161509","Maine College of Art","Maine","Maryland","Graduated from HS in past 12 months","1"
"2013","161509","Maine College of Art","Maine","Louisiana","Graduated from HS in past 12 months","1"
"2013","161509","Maine College of Art","Maine","Virginia","Graduated from HS in past 12 months","2"
"2013","161509","Maine College of Art","Maine","Wisconsin","Graduated from HS in past 12 months","2"
"2013","161509","Maine College of Art","Maine","Michigan","Graduated from HS in past 12 months","1"
"2013","161509","Maine College of Art","Maine","US total","Total","103"
"2013","161509","Maine College of Art","Maine","Wisconsin","Total","2"
"2013","161509","Maine College of Art","Maine","Maine","Graduated from HS in past 12 months","19"
"2013","161509","Maine College of Art","Maine","Texas","Graduated from HS in past 12 months","3"
"2013","161509","Maine College of Art","Maine","New Jersey","Graduated from HS in past 12 months","2"
"2013","161509","Maine College of Art","Maine","New York","Graduated from HS in past 12 months","1"
"2013","161509","Maine College of Art","Maine","Connecticut","Total","11"
"2013","161509","Maine College of Art","Maine","Connecticut","Graduated from HS in past 12 months","10"
"2013","161509","Maine College of Art","Maine","Texas","Total","3"
"2013","161509","Maine College of Art","Maine","Rhode Island","Graduated from HS in past 12 months","5"
"2013","161509","Maine College of Art","Maine","New York","Total","8"
"2013","161509","Maine College of Art","Maine","Minnesota","Total","1"
"2013","161509","Maine College of Art","Maine","Massachusetts","Graduated from HS in past 12 months","20"
"2013","161509","Maine College of Art","Maine","Rhode Island","Total","5"
"2013","161509","Maine College of Art","Maine","Minnesota","Graduated from HS in past 12 months","1"
"2013","161509","Maine College of Art","Maine","Vermont","Graduated from HS in past 12 months","4"
"2013","161509","Maine College of Art","Maine","US total","Graduated from HS in past 12 months","93"
"2013","161509","Maine College of Art","Maine","Vermont","Total","4"
"2013","161509","Maine College of Art","Maine","California","Graduated from HS in past 12 months","1"
"2013","161509","Maine College of Art","Maine","Louisiana","Total","1"
"2013","161509","Maine College of Art","Maine","South Carolina","Graduated from HS in past 12 months","1"
"2013","161509","Maine College of Art","Maine","Michigan","Total","1"
"2013","161509","Maine College of Art","Maine","Maine","Total","19"
"2013","161509","Maine College of Art","Maine","Residence not reported (balance line)","Total","2"
"2013","161509","Maine College of Art","Maine","Residence not reported (balance line)","Graduated from HS in past 12 months",""
"2013","161509","Maine College of Art","Maine","New Hampshire","Total","17"
"2013","161509","Maine College of Art","Maine","California","Total","2"
"2013","161509","Maine College of Art","Maine","New Hampshire","Graduated from HS in past 12 months","17"
"2013","161509","Maine College of Art","Maine","New Jersey","Total","2"
"2013","161509","Maine College of Art","Maine","Total","Total","105"
"2013","161509","Maine College of Art","Maine","Total","Graduated from HS in past 12 months","93"
"2013","161509","Maine College of Art","Maine","Virginia","Total","2"
"2013","161509","Maine College of Art","Maine","Pennsylvania","Graduated from HS in past 12 months","2"
"2013","161509","Maine College of Art","Maine","Massachusetts","Total","20"
"2013","161509","Maine College of Art","Maine","South Carolina","Total","1"
"2013","161554","University of Southern Maine","Maine","New Jersey","Total","2"
"2013","161554","University of Southern Maine","Maine","State unknown","Total","1"
"2013","161554","University of Southern Maine","Maine","Foreign countries","Total","2"
"2013","161554","University of Southern Maine","Maine","Tennessee","Total","1"
"2013","161554","University of Southern Maine","Maine","New Jersey","Graduated from HS in past 12 months","2"
"2013","161554","University of Southern Maine","Maine","Tennessee","Graduated from HS in past 12 months","0"
"2013","161554","University of Southern Maine","Maine","Foreign countries","Graduated from HS in past 12 months","2"
"2013","161554","University of Southern Maine","Maine","Montana","Graduated from HS in past 12 months","1"
"2013","161554","University of Southern Maine","Maine","US total","Total","778"
"2013","161554","University of Southern Maine","Maine","Colorado","Graduated from HS in past 12 months","2"
"2013","161554","University of Southern Maine","Maine","Vermont","Graduated from HS in past 12 months","16"
"2013","161554","University of Southern Maine","Maine","New Hampshire","Graduated from HS in past 12 months","31"
"2013","161554","University of Southern Maine","Maine","Total","Total","780"
"2013","161554","University of Southern Maine","Maine","Pennsylvania","Graduated from HS in past 12 months","2"
"2013","161554","University of Southern Maine","Maine","Pennsylvania","Total","2"
"2013","161554","University of Southern Maine","Maine","New Hampshire","Total","31"
"2013","161554","University of Southern Maine","Maine","US total","Graduated from HS in past 12 months","704"
"2013","161554","University of Southern Maine","Maine","Massachusetts","Total","51"
"2013","161554","University of Southern Maine","Maine","Delaware","Graduated from HS in past 12 months","15"
"2013","161554","University of Southern Maine","Maine","Rhode Island","Total","7"
"2013","161554","University of Southern Maine","Maine","Massachusetts","Graduated from HS in past 12 months","49"
"2013","161554","University of Southern Maine","Maine","Maine","Total","640"
"2013","161554","University of Southern Maine","Maine","Montana","Total","1"
"2013","161554","University of Southern Maine","Maine","Colorado","Total","2"
"2013","161554","University of Southern Maine","Maine","New York","Total","7"
"2013","161554","University of Southern Maine","Maine","Total","Graduated from HS in past 12 months","706"
"2013","161554","University of Southern Maine","Maine","Connecticut","Total","1"
"2013","161554","University of Southern Maine","Maine","New York","Graduated from HS in past 12 months","6"
"2013","161554","University of Southern Maine","Maine","Rhode Island","Graduated from HS in past 12 months","7"
"2013","161554","University of Southern Maine","Maine","Connecticut","Graduated from HS in past 12 months","0"
"2013","161554","University of Southern Maine","Maine","Vermont","Total","16"
"2013","161554","University of Southern Maine","Maine","Maine","Graduated from HS in past 12 months","572"
"2013","161554","University of Southern Maine","Maine","State unknown","Graduated from HS in past 12 months","1"
"2013","161554","University of Southern Maine","Maine","Delaware","Total","16"
"2012","160959","College of the Atlantic","Maine","Wisconsin","Graduated from HS in past 12 months","1"
"2012","160959","College of the Atlantic","Maine","Virginia","Total","1"
"2012","160959","College of the Atlantic","Maine","US total","Graduated from HS in past 12 months","48"
"2012","160959","College of the Atlantic","Maine","Maine","Total","10"
"2012","160959","College of the Atlantic","Maine","US total","Total","59"
"2012","160959","College of the Atlantic","Maine","Maryland","Graduated from HS in past 12 months","2"
"2012","160959","College of the Atlantic","Maine","Total","Graduated from HS in past 12 months","57"
"2012","160959","College of the Atlantic","Maine","Maryland","Total","3"
"2012","160959","College of the Atlantic","Maine","Florida","Graduated from HS in past 12 months","2"
"2012","160959","College of the Atlantic","Maine","Pennsylvania","Graduated from HS in past 12 months","5"
"2012","160959","College of the Atlantic","Maine","North Carolina","Graduated from HS in past 12 months","1"
"2012","160959","College of the Atlantic","Maine","Total","Total","72"
"2012","160959","College of the Atlantic","Maine","Texas","Total","1"
"2012","160959","College of the Atlantic","Maine","Foreign countries","Total","13"
"2012","160959","College of the Atlantic","Maine","New Jersey","Graduated from HS in past 12 months","3"
"2012","160959","College of the Atlantic","Maine","North Carolina","Total","1"
"2012","160959","College of the Atlantic","Maine","Kansas","Total","2"
"2012","160959","College of the Atlantic","Maine","Massachusetts","Graduated from HS in past 12 months","6"
"2012","160959","College of the Atlantic","Maine","New Jersey","Total","4"
"2012","160959","College of the Atlantic","Maine","Washington","Total","1"
"2012","160959","College of the Atlantic","Maine","California","Graduated from HS in past 12 months","3"
"2012","160959","College of the Atlantic","Maine","Pennsylvania","Total","6"
"2012","160959","College of the Atlantic","Maine","Virginia","Graduated from HS in past 12 months","1"
"2012","160959","College of the Atlantic","Maine","Connecticut","Total","3"
"2012","160959","College of the Atlantic","Maine","Texas","Graduated from HS in past 12 months","0"
"2012","160959","College of the Atlantic","Maine","Michigan","Graduated from HS in past 12 months","1"
"2012","160959","College of the Atlantic","Maine","Florida","Total","2"
"2012","160959","College of the Atlantic","Maine","Delaware","Total","1"
"2012","160959","College of the Atlantic","Maine","New Hampshire","Graduated from HS in past 12 months","1"
"2012","160959","College of the Atlantic","Maine","Rhode Island","Graduated from HS in past 12 months","1"
"2012","160959","College of the Atlantic","Maine","Massachusetts","Total","8"
"2012","160959","College of the Atlantic","Maine","New York","Total","6"
"2012","160959","College of the Atlantic","Maine","Oregon","Graduated from HS in past 12 months","1"
"2012","160959","College of the Atlantic","Maine","Kansas","Graduated from HS in past 12 months","1"
"2012","160959","College of the Atlantic","Maine","Rhode Island","Total","1"
"2012","160959","College of the Atlantic","Maine","Michigan","Total","1"
"2012","160959","College of the Atlantic","Maine","Wisconsin","Total","1"
"2012","160959","College of the Atlantic","Maine","California","Total","3"
"2012","160959","College of the Atlantic","Maine","Connecticut","Graduated from HS in past 12 months","2"
"2012","160959","College of the Atlantic","Maine","Maine","Graduated from HS in past 12 months","10"
"2012","160959","College of the Atlantic","Maine","New York","Graduated from HS in past 12 months","5"
"2012","160959","College of the Atlantic","Maine","Washington","Graduated from HS in past 12 months","1"
"2012","160959","College of the Atlantic","Maine","New Hampshire","Total","3"
"2012","160959","College of the Atlantic","Maine","Oregon","Total","1"
"2012","160959","College of the Atlantic","Maine","Foreign countries","Graduated from HS in past 12 months","9"
"2012","160959","College of the Atlantic","Maine","Delaware","Graduated from HS in past 12 months","1"
"2012","160977","Bates College","Maine","Maine","Graduated from HS in past 12 months","48"
"2012","160977","Bates College","Maine","New Jersey","Graduated from HS in past 12 months","27"
"2012","160977","Bates College","Maine","Idaho","Total","3"
"2012","160977","Bates College","Maine","Wisconsin","Total","2"
"2012","160977","Bates College","Maine","District of Columbia","Total","3"
"2012","160977","Bates College","Maine","Florida","Total","9"
"2012","160977","Bates College","Maine","Tennessee","Graduated from HS in past 12 months","2"
"2012","160977","Bates College","Maine","Florida","Graduated from HS in past 12 months","9"
"2012","160977","Bates College","Maine","Maryland","Graduated from HS in past 12 months","12"
"2012","160977","Bates College","Maine","Alaska","Total","3"
"2012","160977","Bates College","Maine","Tennessee","Total","2"
"2012","160977","Bates College","Maine","New Mexico","Total","1"
"2012","160977","Bates College","Maine","US total","Total","459"
"2012","160977","Bates College","Maine","Washington","Total","10"
"2012","160977","Bates College","Maine","California","Total","25"
"2012","160977","Bates College","Maine","Foreign countries","Graduated from HS in past 12 months","36"
"2012","160977","Bates College","Maine","Massachusetts","Graduated from HS in past 12 months","82"
"2012","160977","Bates College","Maine","Maryland","Total","13"
"2012","160977","Bates College","Maine","North Carolina","Total","7"
"2012","160977","Bates College","Maine","New York","Total","65"
"2012","160977","Bates College","Maine","Illinois","Total","9"
"2012","160977","Bates College","Maine","Texas","Graduated from HS in past 12 months","3"
"2012","160977","Bates College","Maine","Ohio","Graduated from HS in past 12 months","5"
"2012","160977","Bates College","Maine","California","Graduated from HS in past 12 months","22"
"2012","160977","Bates College","Maine","Wisconsin","Graduated from HS in past 12 months","2"
"2012","160977","Bates College","Maine","Illinois","Graduated from HS in past 12 months","8"
"2012","160977","Bates College","Maine","Georgia","Graduated from HS in past 12 months","4"
"2012","160977","Bates College","Maine","Arizona","Graduated from HS in past 12 months","2"
"2012","160977","Bates College","Maine","Alaska","Graduated from HS in past 12 months","3"
"2012","160977","Bates College","Maine","Minnesota","Graduated from HS in past 12 months","4"
"2012","160977","Bates College","Maine","Wyoming","Graduated from HS in past 12 months","1"
"2012","160977","Bates College","Maine","Missouri","Total","2"
"2012","160977","Bates College","Maine","Pennsylvania","Graduated from HS in past 12 months","15"
"2012","160977","Bates College","Maine","Colorado","Total","8"
"2012","160977","Bates College","Maine","Wyoming","Total","1"
"2012","160977","Bates College","Maine","Michigan","Graduated from HS in past 12 months","3"
"2012","160977","Bates College","Maine","Washington","Graduated from HS in past 12 months","10"
"2012","160977","Bates College","Maine","Rhode Island","Graduated from HS in past 12 months","6"
"2012","160977","Bates College","Maine","Pennsylvania","Total","15"
"2012","160977","Bates College","Maine","Kansas","Graduated from HS in past 12 months","1"
"2012","160977","Bates College","Maine","Total","Total","503"
"2012","160977","Bates College","Maine","Rhode Island","Total","6"
"2012","160977","Bates College","Maine","Texas","Total","3"
"2012","160977","Bates College","Maine","Connecticut","Total","34"
"2012","160977","Bates College","Maine","Massachusetts","Total","83"
"2012","160977","Bates College","Maine","South Carolina","Total","2"
"2012","160977","Bates College","Maine","New York","Graduated from HS in past 12 months","64"
"2012","160977","Bates College","Maine","Michigan","Total","3"
"2012","160977","Bates College","Maine","Idaho","Graduated from HS in past 12 months","3"
"2012","160977","Bates College","Maine","Arizona","Total","2"
"2012","160977","Bates College","Maine","Connecticut","Graduated from HS in past 12 months","33"
"2012","160977","Bates College","Maine","Minnesota","Total","5"
"2012","160977","Bates College","Maine","US total","Graduated from HS in past 12 months","443"
"2012","160977","Bates College","Maine","Oregon","Graduated from HS in past 12 months","12"
"2012","160977","Bates College","Maine","Virginia","Graduated from HS in past 12 months","6"
"2012","160977","Bates College","Maine","Georgia","Total","4"
"2012","160977","Bates College","Maine","Total","Graduated from HS in past 12 months","479"
"2012","160977","Bates College","Maine","Foreign countries","Total","44"
"2012","160977","Bates College","Maine","Oregon","Total","12"
"2012","160977","Bates College","Maine","District of Columbia","Graduated from HS in past 12 months","3"
"2012","160977","Bates College","Maine","Ohio","Total","5"
"2012","160977","Bates College","Maine","Kansas","Total","1"
"2012","160977","Bates College","Maine","New Hampshire","Total","24"
"2012","160977","Bates College","Maine","North Carolina","Graduated from HS in past 12 months","6"
"2012","160977","Bates College","Maine","Maine","Total","49"
"2012","160977","Bates College","Maine","Missouri","Graduated from HS in past 12 months","2"
"2012","160977","Bates College","Maine","New Jersey","Total","28"
"2012","160977","Bates College","Maine","New Mexico","Graduated from HS in past 12 months","1"
"2012","160977","Bates College","Maine","New Hampshire","Graduated from HS in past 12 months","23"
"2012","160977","Bates College","Maine","Colorado","Graduated from HS in past 12 months","8"
"2012","160977","Bates College","Maine","Vermont","Graduated from HS in past 12 months","11"
"2012","160977","Bates College","Maine","Virginia","Total","6"
"2012","160977","Bates College","Maine","Vermont","Total","14"
"2012","160977","Bates College","Maine","South Carolina","Graduated from HS in past 12 months","2"
"2012","161004","Bowdoin College","Maine","Oklahoma","Graduated from HS in past 12 months","1"
"2012","161004","Bowdoin College","Maine","Michigan","Graduated from HS in past 12 months","1"
"2012","161004","Bowdoin College","Maine","Puerto Rico","Total","1"
"2012","161004","Bowdoin College","Maine","Rhode Island","Graduated from HS in past 12 months","4"
"2012","161004","Bowdoin College","Maine","South Carolina","Graduated from HS in past 12 months","1"
"2012","161004","Bowdoin College","Maine","Oklahoma","Total","1"
"2012","161004","Bowdoin College","Maine","Georgia","Total","5"
"2012","161004","Bowdoin College","Maine","Idaho","Total","3"
"2012","161004","Bowdoin College","Maine","Ohio","Graduated from HS in past 12 months","5"
"2012","161004","Bowdoin College","Maine","Pennsylvania","Total","13"
"2012","161004","Bowdoin College","Maine","Texas","Total","14"
"2012","161004","Bowdoin College","Maine","Alaska","Total","3"
"2012","161004","Bowdoin College","Maine","Louisiana","Graduated from HS in past 12 months","2"
"2012","161004","Bowdoin College","Maine","New York","Graduated from HS in past 12 months","55"
"2012","161004","Bowdoin College","Maine","Rhode Island","Total","4"
"2012","161004","Bowdoin College","Maine","Massachusetts","Total","85"
"2012","161004","Bowdoin College","Maine","Virginia","Graduated from HS in past 12 months","8"
"2012","161004","Bowdoin College","Maine","Vermont","Total","6"
"2012","161004","Bowdoin College","Maine","Virginia","Total","8"
"2012","161004","Bowdoin College","Maine","Alaska","Graduated from HS in past 12 months","3"
"2012","161004","Bowdoin College","Maine","Wisconsin","Graduated from HS in past 12 months","1"
"2012","161004","Bowdoin College","Maine","Alabama","Total","2"
"2012","161004","Bowdoin College","Maine","Montana","Total","1"
"2012","161004","Bowdoin College","Maine","Nevada","Graduated from HS in past 12 months","1"
"2012","161004","Bowdoin College","Maine","Maryland","Graduated from HS in past 12 months","13"
"2012","161004","Bowdoin College","Maine","Minnesota","Graduated from HS in past 12 months","6"
"2012","161004","Bowdoin College","Maine","Hawaii","Graduated from HS in past 12 months","1"
"2012","161004","Bowdoin College","Maine","Pennsylvania","Graduated from HS in past 12 months","11"
"2012","161004","Bowdoin College","Maine","South Carolina","Total","1"
"2012","161004","Bowdoin College","Maine","Total","Graduated from HS in past 12 months","478"
"2012","161004","Bowdoin College","Maine","Hawaii","Total","1"
"2012","161004","Bowdoin College","Maine","New York","Total","57"
"2012","161004","Bowdoin College","Maine","Guam","Total","1"
"2012","161004","Bowdoin College","Maine","Louisiana","Total","2"
"2012","161004","Bowdoin College","Maine","Texas","Graduated from HS in past 12 months","14"
"2012","161004","Bowdoin College","Maine","Kansas","Total","1"
"2012","161004","Bowdoin College","Maine","New Hampshire","Total","9"
"2012","161004","Bowdoin College","Maine","Oregon","Graduated from HS in past 12 months","1"
"2012","161004","Bowdoin College","Maine","Kentucky","Total","2"
"2012","161004","Bowdoin College","Maine","Utah","Total","5"
"2012","161004","Bowdoin College","Maine","California","Total","33"
"2012","161004","Bowdoin College","Maine","Iowa","Graduated from HS in past 12 months","2"
"2012","161004","Bowdoin College","Maine","Idaho","Graduated from HS in past 12 months","3"
"2012","161004","Bowdoin College","Maine","Maine","Total","53"
"2012","161004","Bowdoin College","Maine","Wyoming","Total","3"
"2012","161004","Bowdoin College","Maine","Iowa","Total","3"
